converged	score	run	cpu_time	memory	nclusters_pred	all_vmeasure	clone_prev_MAE	clone_prev_MSE	slsbulk_clone_prev_MSE	slsbulk_vmeasure	slsbulk_clone_prev_MAE	uncertainty
1	99203.3005311154	runs_epiclomal/0_0.95_10000/epi_region/237/cluster_posteriors.tsv.gz	158	176	9	0.343159718508896	0.36328125	0.135498046875	NA	NA	NA	0
1	127184.698751739	runs_epiclomal/0_0.95_10000/epi_region/238/cluster_posteriors.tsv.gz	67	162	5	0.0164430169217743	0.28125	0.08673095703125	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/239/cluster_posteriors.tsv.gz	8	184	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	97781.8417429418	runs_epiclomal/0_0.95_10000/epi_region/24/cluster_posteriors.tsv.gz	130	180	5	0.655176416930948	0.236328125	0.06378173828125	NA	NA	NA	0
1	104037.108780133	runs_epiclomal/0_0.95_10000/epi_region/240/cluster_posteriors.tsv.gz	128	169	7	0.260552278150311	0.310546875	0.1046142578125	NA	NA	NA	0
1	105932.961119722	runs_epiclomal/0_0.95_10000/epi_region/241/cluster_posteriors.tsv.gz	127	172	7	0.154941012210149	0.345703125	0.12359619140625	NA	NA	NA	0
1	103373.12612144	runs_epiclomal/0_0.95_10000/epi_region/242/cluster_posteriors.tsv.gz	122	173	8	0.319351150672446	0.23046875	0.073974609375	NA	NA	NA	0
1	102186.645617653	runs_epiclomal/0_0.95_10000/epi_region/243/cluster_posteriors.tsv.gz	40	149	3	0.662828593009739	0.162109375	0.04351806640625	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/244/cluster_posteriors.tsv.gz	8	178	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	100440.013465804	runs_epiclomal/0_0.95_10000/epi_region/245/cluster_posteriors.tsv.gz	82	162	6	0.51176796955844	0.294921875	0.096435546875	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/246/cluster_posteriors.tsv.gz	7	182	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/247/cluster_posteriors.tsv.gz	7	178	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	100484.874938225	runs_epiclomal/0_0.95_10000/epi_region/248/cluster_posteriors.tsv.gz	95	169	7	0.328442526257954	0.32421875	0.1202392578125	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/249/cluster_posteriors.tsv.gz	7	178	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	95560.0223986206	runs_epiclomal/0_0.95_10000/epi_region/25/cluster_posteriors.tsv.gz	147	182	6	0.599783058360092	0.275390625	0.08148193359375	NA	NA	NA	0
1	99865.4130858071	runs_epiclomal/0_0.95_10000/epi_region/250/cluster_posteriors.tsv.gz	119	176	8	0.440292235841417	0.33984375	0.1295166015625	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/251/cluster_posteriors.tsv.gz	7	183	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	123521.428424691	runs_epiclomal/0_0.95_10000/epi_region/252/cluster_posteriors.tsv.gz	107	167	7	0.0618009134941366	0.33203125	0.1197509765625	NA	NA	NA	0
1	102101.780827363	runs_epiclomal/0_0.95_10000/epi_region/253/cluster_posteriors.tsv.gz	61	158	5	0.454466742496288	0.25	0.07916259765625	NA	NA	NA	0
1	97605.4986109439	runs_epiclomal/0_0.95_10000/epi_region/254/cluster_posteriors.tsv.gz	184	178	9	0.390701034998237	0.365234375	0.1363525390625	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/255/cluster_posteriors.tsv.gz	9	178	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	103251.542507461	runs_epiclomal/0_0.95_10000/epi_region/256/cluster_posteriors.tsv.gz	58	152	4	0.420288347071102	0.189453125	0.0506591796875	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/257/cluster_posteriors.tsv.gz	8	180	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	99584.9286034708	runs_epiclomal/0_0.95_10000/epi_region/258/cluster_posteriors.tsv.gz	123	169	7	0.437395575835727	0.337890625	0.11602783203125	NA	NA	NA	0
1	102383.454152562	runs_epiclomal/0_0.95_10000/epi_region/259/cluster_posteriors.tsv.gz	63	158	4	0.766250523392634	0.109375	0.02978515625	NA	NA	NA	0
1	94964.8832451984	runs_epiclomal/0_0.95_10000/epi_region/26/cluster_posteriors.tsv.gz	150	186	7	0.558490187619354	0.314453125	0.10345458984375	NA	NA	NA	0
1	105184.791826452	runs_epiclomal/0_0.95_10000/epi_region/260/cluster_posteriors.tsv.gz	21	145	2	0.659621196309807	0.0078125	0.0009765625	NA	NA	NA	NA
1	100064.239025857	runs_epiclomal/0_0.95_10000/epi_region/261/cluster_posteriors.tsv.gz	105	175	7	0.321078854647715	0.349609375	0.133056640625	NA	NA	NA	0
1	97410.3603690671	runs_epiclomal/0_0.95_10000/epi_region/262/cluster_posteriors.tsv.gz	96	160	6	0.415716242423686	0.3046875	0.10516357421875	NA	NA	NA	0
1	101458.479382303	runs_epiclomal/0_0.95_10000/epi_region/263/cluster_posteriors.tsv.gz	134	171	7	0.387468607493831	0.326171875	0.11260986328125	NA	NA	NA	0
1	103150.90223834	runs_epiclomal/0_0.95_10000/epi_region/264/cluster_posteriors.tsv.gz	125	169	7	0.280600002617587	0.333984375	0.1177978515625	NA	NA	NA	0
1	102154.682198892	runs_epiclomal/0_0.95_10000/epi_region/265/cluster_posteriors.tsv.gz	47	155	4	0.520688785013857	0.20703125	0.06103515625	NA	NA	NA	0
1	104688.330200857	runs_epiclomal/0_0.95_10000/epi_region/266/cluster_posteriors.tsv.gz	33	148	3	0.631825456793322	0.087890625	0.02203369140625	NA	NA	NA	0
1	99702.6956511964	runs_epiclomal/0_0.95_10000/epi_region/267/cluster_posteriors.tsv.gz	67	158	5	0.557465141522363	0.25	0.07830810546875	NA	NA	NA	0
1	101106.745513413	runs_epiclomal/0_0.95_10000/epi_region/268/cluster_posteriors.tsv.gz	48	155	4	0.521938867093088	0.197265625	0.04925537109375	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/269/cluster_posteriors.tsv.gz	8	178	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	93954.1577235551	runs_epiclomal/0_0.95_10000/epi_region/27/cluster_posteriors.tsv.gz	164	188	8	0.542939399147376	0.3203125	0.10748291015625	NA	NA	NA	0
1	101830.634166869	runs_epiclomal/0_0.95_10000/epi_region/270/cluster_posteriors.tsv.gz	63	159	4	0.474967389406216	0.23828125	0.05859375	NA	NA	NA	0
1	96632.4757415015	runs_epiclomal/0_0.95_10000/epi_region/271/cluster_posteriors.tsv.gz	130	179	9	0.390989225095192	0.357421875	0.14019775390625	NA	NA	NA	0
1	130250.36966598	runs_epiclomal/0_0.95_10000/epi_region/272/cluster_posteriors.tsv.gz	20	143	2	0.00900688622772039	0.0546875	0.0068359375	NA	NA	NA	NA
1	105658.50804219	runs_epiclomal/0_0.95_10000/epi_region/273/cluster_posteriors.tsv.gz	21	155	2	0.551668164210877	0.04296875	0.003173828125	NA	NA	NA	NA
1	99717.4078018644	runs_epiclomal/0_0.95_10000/epi_region/274/cluster_posteriors.tsv.gz	104	164	6	0.381570188344392	0.310546875	0.104736328125	NA	NA	NA	0
1	102943.831928108	runs_epiclomal/0_0.95_10000/epi_region/275/cluster_posteriors.tsv.gz	53	153	4	0.4881534299488	0.1875	0.048828125	NA	NA	NA	0
1	97216.9781835317	runs_epiclomal/0_0.95_10000/epi_region/276/cluster_posteriors.tsv.gz	101	162	6	0.524907843734401	0.279296875	0.0908203125	NA	NA	NA	0
1	102714.060368451	runs_epiclomal/0_0.95_10000/epi_region/277/cluster_posteriors.tsv.gz	52	153	4	0.482057342320771	0.240234375	0.0657958984375	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/278/cluster_posteriors.tsv.gz	8	184	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/279/cluster_posteriors.tsv.gz	8	178	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	91703.3249073274	runs_epiclomal/0_0.95_10000/epi_region/28/cluster_posteriors.tsv.gz	130	182	9	0.516356170230003	0.337890625	0.122314453125	NA	NA	NA	0
1	123521.428424691	runs_epiclomal/0_0.95_10000/epi_region/280/cluster_posteriors.tsv.gz	109	170	7	0.0618009134941366	0.33203125	0.1197509765625	NA	NA	NA	0
1	103572.512056706	runs_epiclomal/0_0.95_10000/epi_region/281/cluster_posteriors.tsv.gz	143	173	8	0.230256859568244	0.36328125	0.1358642578125	NA	NA	NA	0
1	101074.400993079	runs_epiclomal/0_0.95_10000/epi_region/282/cluster_posteriors.tsv.gz	65	153	4	0.674634181905074	0.23828125	0.0615234375	NA	NA	NA	0
1	101289.114090647	runs_epiclomal/0_0.95_10000/epi_region/283/cluster_posteriors.tsv.gz	113	172	8	0.261493287564924	0.359375	0.13507080078125	NA	NA	NA	0
1	103439.278629654	runs_epiclomal/0_0.95_10000/epi_region/284/cluster_posteriors.tsv.gz	157	160	5	0.457310414050012	0.240234375	0.0677490234375	NA	NA	NA	0
1	105045.91346544	runs_epiclomal/0_0.95_10000/epi_region/285/cluster_posteriors.tsv.gz	19	147	2	0.827302249950198	0.03515625	0.001708984375	NA	NA	NA	NA
1	103251.583102367	runs_epiclomal/0_0.95_10000/epi_region/286/cluster_posteriors.tsv.gz	59	159	5	0.308496852778041	0.2578125	0.07537841796875	NA	NA	NA	0
1	104618.436006628	runs_epiclomal/0_0.95_10000/epi_region/287/cluster_posteriors.tsv.gz	23	143	2	0.828914435828653	0.033203125	0.001220703125	NA	NA	NA	NA
1	103672.865310904	runs_epiclomal/0_0.95_10000/epi_region/288/cluster_posteriors.tsv.gz	71	153	4	0.464674633700016	0.208984375	0.0516357421875	NA	NA	NA	0
1	99657.3190367693	runs_epiclomal/0_0.95_10000/epi_region/289/cluster_posteriors.tsv.gz	61	166	5	0.514010358445036	0.248046875	0.07177734375	NA	NA	NA	0
1	89946.5386211094	runs_epiclomal/0_0.95_10000/epi_region/29/cluster_posteriors.tsv.gz	162	182	10	0.505003363045005	0.341796875	0.12518310546875	NA	NA	NA	0
1	102641.537633869	runs_epiclomal/0_0.95_10000/epi_region/290/cluster_posteriors.tsv.gz	44	157	4	0.589060566195423	0.232421875	0.0579833984375	NA	NA	NA	0
1	102641.537633869	runs_epiclomal/0_0.95_10000/epi_region/291/cluster_posteriors.tsv.gz	45	153	4	0.589060566195423	0.232421875	0.0579833984375	NA	NA	NA	0
1	97302.0001564664	runs_epiclomal/0_0.95_10000/epi_region/292/cluster_posteriors.tsv.gz	169	167	7	0.419300380367088	0.322265625	0.12249755859375	NA	NA	NA	0
1	103317.347253519	runs_epiclomal/0_0.95_10000/epi_region/293/cluster_posteriors.tsv.gz	57	155	4	0.658251527600438	0.177734375	0.049560546875	NA	NA	NA	0
1	102803.970688478	runs_epiclomal/0_0.95_10000/epi_region/294/cluster_posteriors.tsv.gz	51	156	4	0.579256206953575	0.169921875	0.0413818359375	NA	NA	NA	0
1	101287.437794348	runs_epiclomal/0_0.95_10000/epi_region/295/cluster_posteriors.tsv.gz	51	153	4	0.504154337656934	0.193359375	0.0498046875	NA	NA	NA	0
1	103059.920898455	runs_epiclomal/0_0.95_10000/epi_region/296/cluster_posteriors.tsv.gz	158	176	9	0.252998901803774	0.37109375	0.1463623046875	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/297/cluster_posteriors.tsv.gz	9	186	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	103059.920898455	runs_epiclomal/0_0.95_10000/epi_region/298/cluster_posteriors.tsv.gz	158	176	9	0.252998901803774	0.37109375	0.1463623046875	NA	NA	NA	0
1	101715.598207852	runs_epiclomal/0_0.95_10000/epi_region/299/cluster_posteriors.tsv.gz	31	148	3	0.662828593009739	0.162109375	0.04351806640625	NA	NA	NA	0
1	96288.6272901164	runs_epiclomal/0_0.95_10000/epi_region/3/cluster_posteriors.tsv.gz	101	181	4	0.576569095842672	0.240234375	0.0631103515625	NA	NA	NA	0
1	104631.864315656	runs_epiclomal/0_0.95_10000/epi_region/30/cluster_posteriors.tsv.gz	93	182	2	0.828914435828653	0.033203125	0.001220703125	NA	NA	NA	NA
1	100081.356622519	runs_epiclomal/0_0.95_10000/epi_region/300/cluster_posteriors.tsv.gz	44	153	4	0.545229410588608	0.193359375	0.052001953125	NA	NA	NA	0
1	99865.4130858071	runs_epiclomal/0_0.95_10000/epi_region/301/cluster_posteriors.tsv.gz	116	173	8	0.440292235841417	0.33984375	0.1295166015625	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/302/cluster_posteriors.tsv.gz	9	179	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	101406.337100199	runs_epiclomal/0_0.95_10000/epi_region/303/cluster_posteriors.tsv.gz	98	166	7	0.417554909260481	0.3125	0.10894775390625	NA	NA	NA	0
1	106733.220588063	runs_epiclomal/0_0.95_10000/epi_region/304/cluster_posteriors.tsv.gz	153	178	8	0.181956271737363	0.34765625	0.1268310546875	NA	NA	NA	0
1	105066.784284747	runs_epiclomal/0_0.95_10000/epi_region/305/cluster_posteriors.tsv.gz	146	176	8	0.233705554697485	0.32421875	0.1112060546875	NA	NA	NA	0
1	104778.939655694	runs_epiclomal/0_0.95_10000/epi_region/306/cluster_posteriors.tsv.gz	29	146	2	1	0	0	NA	NA	NA	NA
1	94035.3561198981	runs_epiclomal/0_0.95_10000/epi_region/307/cluster_posteriors.tsv.gz	116	172	8	0.403753806958734	0.326171875	0.11358642578125	NA	NA	NA	0
1	99830.4690014859	runs_epiclomal/0_0.95_10000/epi_region/308/cluster_posteriors.tsv.gz	103	168	7	0.349406447738651	0.33203125	0.1177978515625	NA	NA	NA	0
1	98001.7410577266	runs_epiclomal/0_0.95_10000/epi_region/309/cluster_posteriors.tsv.gz	149	169	7	0.417899869979931	0.326171875	0.11322021484375	NA	NA	NA	0
1	107582.978786353	runs_epiclomal/0_0.95_10000/epi_region/31/cluster_posteriors.tsv.gz	138	172	8	0.159955374580669	0.36328125	0.139892578125	NA	NA	NA	0
1	99665.3421569163	runs_epiclomal/0_0.95_10000/epi_region/310/cluster_posteriors.tsv.gz	49	154	4	0.613783559338402	0.162109375	0.03955078125	NA	NA	NA	0
1	129606.803628303	runs_epiclomal/0_0.95_10000/epi_region/311/cluster_posteriors.tsv.gz	40	154	3	0.00414819865196508	0.171875	0.0341796875	NA	NA	NA	0
1	129355.989532623	runs_epiclomal/0_0.95_10000/epi_region/312/cluster_posteriors.tsv.gz	41	150	3	0.0033453571857007	0.15625	0.0341796875	NA	NA	NA	NA
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/313/cluster_posteriors.tsv.gz	7	186	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	97605.4986109439	runs_epiclomal/0_0.95_10000/epi_region/314/cluster_posteriors.tsv.gz	191	176	9	0.390701034998237	0.365234375	0.1363525390625	NA	NA	NA	0
1	128922.970490265	runs_epiclomal/0_0.95_10000/epi_region/315/cluster_posteriors.tsv.gz	48	155	4	0.00012213017181315	0.25390625	0.0693359375	NA	NA	NA	0
1	100282.025550303	runs_epiclomal/0_0.95_10000/epi_region/316/cluster_posteriors.tsv.gz	73	157	5	0.530404698283215	0.26171875	0.0941162109375	NA	NA	NA	0
1	105208.844106997	runs_epiclomal/0_0.95_10000/epi_region/317/cluster_posteriors.tsv.gz	21	143	2	0.715933510567159	0.0703125	0.005859375	NA	NA	NA	NA
1	100073.34902693	runs_epiclomal/0_0.95_10000/epi_region/318/cluster_posteriors.tsv.gz	125	176	9	0.353181673466845	0.3515625	0.13092041015625	NA	NA	NA	0
1	102505.601659945	runs_epiclomal/0_0.95_10000/epi_region/319/cluster_posteriors.tsv.gz	33	152	3	0.613710254512505	0.150390625	0.02911376953125	NA	NA	NA	NA
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/32/cluster_posteriors.tsv.gz	7	181	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	99836.7700039271	runs_epiclomal/0_0.95_10000/epi_region/320/cluster_posteriors.tsv.gz	62	162	5	0.461136310913223	0.279296875	0.09716796875	NA	NA	NA	0
1	103660.286910616	runs_epiclomal/0_0.95_10000/epi_region/321/cluster_posteriors.tsv.gz	40	152	3	0.702560327186063	0.115234375	0.02813720703125	NA	NA	NA	0
1	101504.107233256	runs_epiclomal/0_0.95_10000/epi_region/322/cluster_posteriors.tsv.gz	61	156	4	0.570542064844756	0.189453125	0.04583740234375	NA	NA	NA	0
1	100886.672082746	runs_epiclomal/0_0.95_10000/epi_region/323/cluster_posteriors.tsv.gz	50	154	4	0.637425671690777	0.150390625	0.03924560546875	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/324/cluster_posteriors.tsv.gz	9	184	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/325/cluster_posteriors.tsv.gz	8	181	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	104688.330200857	runs_epiclomal/0_0.95_10000/epi_region/326/cluster_posteriors.tsv.gz	31	151	3	0.631825456793322	0.087890625	0.02203369140625	NA	NA	NA	0
1	99816.6040654532	runs_epiclomal/0_0.95_10000/epi_region/327/cluster_posteriors.tsv.gz	109	166	5	0.516202335936646	0.248046875	0.0733642578125	NA	NA	NA	0
1	100268.343750407	runs_epiclomal/0_0.95_10000/epi_region/328/cluster_posteriors.tsv.gz	115	161	6	0.423330332423298	0.28125	0.10150146484375	NA	NA	NA	0
1	105017.148680233	runs_epiclomal/0_0.95_10000/epi_region/329/cluster_posteriors.tsv.gz	56	153	4	0.4310911554363	0.173828125	0.04840087890625	NA	NA	NA	0
1	97629.651456119	runs_epiclomal/0_0.95_10000/epi_region/33/cluster_posteriors.tsv.gz	109	175	8	0.426999559925899	0.296875	0.09844970703125	NA	NA	NA	0
1	104371.65442962	runs_epiclomal/0_0.95_10000/epi_region/330/cluster_posteriors.tsv.gz	51	153	4	0.565045642904086	0.173828125	0.04864501953125	NA	NA	NA	0
1	98741.468188989	runs_epiclomal/0_0.95_10000/epi_region/331/cluster_posteriors.tsv.gz	76	162	6	0.375373713028355	0.30078125	0.0965576171875	NA	NA	NA	0
1	99948.2737311354	runs_epiclomal/0_0.95_10000/epi_region/332/cluster_posteriors.tsv.gz	148	174	8	0.384915621785491	0.3203125	0.11712646484375	NA	NA	NA	0
1	102136.207612946	runs_epiclomal/0_0.95_10000/epi_region/333/cluster_posteriors.tsv.gz	45	156	4	0.507279578328072	0.205078125	0.06121826171875	NA	NA	NA	0
1	103262.969283903	runs_epiclomal/0_0.95_10000/epi_region/334/cluster_posteriors.tsv.gz	96	173	7	0.240962613776408	0.34765625	0.1265869140625	NA	NA	NA	0
1	100405.085846012	runs_epiclomal/0_0.95_10000/epi_region/335/cluster_posteriors.tsv.gz	83	164	6	0.471037264917792	0.271484375	0.085205078125	NA	NA	NA	0
1	99561.6788238095	runs_epiclomal/0_0.95_10000/epi_region/336/cluster_posteriors.tsv.gz	167	176	8	0.369940653377369	0.365234375	0.13720703125	NA	NA	NA	0
1	105660.34072849	runs_epiclomal/0_0.95_10000/epi_region/337/cluster_posteriors.tsv.gz	20	142	2	0.551668164210877	0.04296875	0.003173828125	NA	NA	NA	NA
1	102339.201138231	runs_epiclomal/0_0.95_10000/epi_region/338/cluster_posteriors.tsv.gz	125	166	7	0.305224690245157	0.302734375	0.09954833984375	NA	NA	NA	0
1	104172.932860802	runs_epiclomal/0_0.95_10000/epi_region/339/cluster_posteriors.tsv.gz	58	161	4	0.445440402886719	0.205078125	0.04962158203125	NA	NA	NA	0
1	98697.2814421859	runs_epiclomal/0_0.95_10000/epi_region/34/cluster_posteriors.tsv.gz	140	178	9	0.331842495250983	0.33984375	0.12158203125	NA	NA	NA	0
1	102285.421462161	runs_epiclomal/0_0.95_10000/epi_region/340/cluster_posteriors.tsv.gz	104	167	7	0.349633711858735	0.275390625	0.08782958984375	NA	NA	NA	0
1	102858.333815099	runs_epiclomal/0_0.95_10000/epi_region/341/cluster_posteriors.tsv.gz	82	164	6	0.359021239957529	0.3046875	0.09765625	NA	NA	NA	0
1	103114.69209186	runs_epiclomal/0_0.95_10000/epi_region/342/cluster_posteriors.tsv.gz	34	149	3	0.579761736792945	0.125	0.0284423828125	NA	NA	NA	0
1	100084.224461455	runs_epiclomal/0_0.95_10000/epi_region/343/cluster_posteriors.tsv.gz	53	155	4	0.587758506275495	0.173828125	0.04327392578125	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/344/cluster_posteriors.tsv.gz	9	179	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	129477.841986052	runs_epiclomal/0_0.95_10000/epi_region/345/cluster_posteriors.tsv.gz	34	151	3	0.00158303967821394	0.166015625	0.03460693359375	NA	NA	NA	NA
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/346/cluster_posteriors.tsv.gz	7	182	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/347/cluster_posteriors.tsv.gz	8	181	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	97447.8398044974	runs_epiclomal/0_0.95_10000/epi_region/348/cluster_posteriors.tsv.gz	131	170	8	0.255944729996693	0.357421875	0.13580322265625	NA	NA	NA	0
1	103059.920898455	runs_epiclomal/0_0.95_10000/epi_region/349/cluster_posteriors.tsv.gz	156	178	9	0.252998901803774	0.37109375	0.1463623046875	NA	NA	NA	0
1	100865.065088765	runs_epiclomal/0_0.95_10000/epi_region/35/cluster_posteriors.tsv.gz	47	153	4	0.435769983284558	0.208984375	0.059326171875	NA	NA	NA	0
1	101018.197120938	runs_epiclomal/0_0.95_10000/epi_region/350/cluster_posteriors.tsv.gz	163	179	8	0.305153059843512	0.359375	0.13470458984375	NA	NA	NA	0
1	105468.07547385	runs_epiclomal/0_0.95_10000/epi_region/351/cluster_posteriors.tsv.gz	47	155	4	0.399898357798779	0.177734375	0.04644775390625	NA	NA	NA	0
1	104778.939655694	runs_epiclomal/0_0.95_10000/epi_region/352/cluster_posteriors.tsv.gz	29	144	2	1	0	0	NA	NA	NA	NA
1	100439.710783573	runs_epiclomal/0_0.95_10000/epi_region/353/cluster_posteriors.tsv.gz	82	162	6	0.465956386668069	0.28125	0.10980224609375	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/354/cluster_posteriors.tsv.gz	8	182	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	103843.38451777	runs_epiclomal/0_0.95_10000/epi_region/355/cluster_posteriors.tsv.gz	155	170	8	0.381895958822641	0.33984375	0.130859375	NA	NA	NA	0
1	127184.698751739	runs_epiclomal/0_0.95_10000/epi_region/356/cluster_posteriors.tsv.gz	80	162	5	0.0164430169217743	0.28125	0.08673095703125	NA	NA	NA	0
1	103275.793836175	runs_epiclomal/0_0.95_10000/epi_region/357/cluster_posteriors.tsv.gz	33	148	3	0.822765033759966	0.056640625	0.01312255859375	NA	NA	NA	0
1	104222.684902807	runs_epiclomal/0_0.95_10000/epi_region/358/cluster_posteriors.tsv.gz	40	149	3	0.672630625248039	0.126953125	0.03253173828125	NA	NA	NA	0
1	97955.7728484531	runs_epiclomal/0_0.95_10000/epi_region/359/cluster_posteriors.tsv.gz	117	166	7	0.339143233605057	0.34765625	0.1279296875	NA	NA	NA	0
1	101664.799119016	runs_epiclomal/0_0.95_10000/epi_region/36/cluster_posteriors.tsv.gz	61	162	5	0.422225540538395	0.220703125	0.06463623046875	NA	NA	NA	0
1	98361.129395901	runs_epiclomal/0_0.95_10000/epi_region/360/cluster_posteriors.tsv.gz	83	162	6	0.446614462109798	0.28125	0.10028076171875	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/361/cluster_posteriors.tsv.gz	8	184	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	105658.50804219	runs_epiclomal/0_0.95_10000/epi_region/362/cluster_posteriors.tsv.gz	19	149	2	0.551668164210877	0.04296875	0.003173828125	NA	NA	NA	NA
1	100836.184630504	runs_epiclomal/0_0.95_10000/epi_region/363/cluster_posteriors.tsv.gz	117	171	8	0.351481375168504	0.330078125	0.13079833984375	NA	NA	NA	0
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/364/cluster_posteriors.tsv.gz	8	182	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	99058.8993291294	runs_epiclomal/0_0.95_10000/epi_region/365/cluster_posteriors.tsv.gz	50	159	4	0.551652390689211	0.248046875	0.069580078125	NA	NA	NA	0
1	100624.142694934	runs_epiclomal/0_0.95_10000/epi_region/366/cluster_posteriors.tsv.gz	125	176	8	0.275495771765562	0.361328125	0.1387939453125	NA	NA	NA	0
1	98305.0522444179	runs_epiclomal/0_0.95_10000/epi_region/367/cluster_posteriors.tsv.gz	182	171	8	0.38839873814622	0.34765625	0.133056640625	NA	NA	NA	0
1	127184.698751739	runs_epiclomal/0_0.95_10000/epi_region/368/cluster_posteriors.tsv.gz	80	163	5	0.0164430169217743	0.28125	0.08673095703125	NA	NA	NA	0
1	97712.8723787662	runs_epiclomal/0_0.95_10000/epi_region/369/cluster_posteriors.tsv.gz	137	177	9	0.263808011456058	0.353515625	0.131103515625	NA	NA	NA	0
1	102308.730541931	runs_epiclomal/0_0.95_10000/epi_region/37/cluster_posteriors.tsv.gz	46	155	4	0.491748621207519	0.193359375	0.0472412109375	NA	NA	NA	0
1	98001.7410577266	runs_epiclomal/0_0.95_10000/epi_region/370/cluster_posteriors.tsv.gz	153	171	7	0.417899869979931	0.326171875	0.11322021484375	NA	NA	NA	0
1	105222.420354578	runs_epiclomal/0_0.95_10000/epi_region/371/cluster_posteriors.tsv.gz	20	146	2	0.715933510567159	0.0703125	0.005859375	NA	NA	NA	NA
1	130673.487624104	runs_epiclomal/0_0.95_10000/epi_region/372/cluster_posteriors.tsv.gz	21	147	2	0.0115476544903254	0.0625	0.00390625	NA	NA	NA	NA
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/373/cluster_posteriors.tsv.gz	8	179	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	130827.494588102	runs_epiclomal/0_0.95_10000/epi_region/374/cluster_posteriors.tsv.gz	8	178	1	-6.48008176592369e-16	0.4921875	0.24609375	NA	NA	NA	NA
1	104881.061913723	runs_epiclomal/0_0.95_10000/epi_region/375/cluster_posteriors.tsv.gz	126	164	6	0.272913890186589	0.314453125	0.10333251953125	NA	NA	NA	0
1	102136.207612946	runs_epiclomal/0_0.95_10000/epi_region/376/cluster_posteriors.tsv.gz	47	152	4	0.507279578328072	0.205078125	0.06121826171875	NA	NA	NA	0
